R1,F1,M1,R2,F2,M2,R3,F3,M3,R4,F4,M4
1.919078092,0,3.554364975,1.544068044,0.698970004,4.033169355,1.892094603,0.77815125,4.362175855,1.591064607,0.602059991,4.158122543
1.69019608,0,3.196888747,1.73239376,0.477121255,3.508719617,0,0,0,0,0,0
0,0,0,2.037426498,0,3.431117466,1.763427994,0,3.407626509,1.62324929,0,3.414484116
0,0,0,2.152288344,0,3.17356616,0,0,0,2.222716471,0,3.115372737
0,0,0,0,0,0,0,0,0,1.851258349,0,3.494317738
0,0,0,0,0,0,0.698970004,0.477121255,3.733151369,0,0,0
0,0.301029996,3.731894395,2.06069784,0.301029996,3.921502644,0,0,3.431952202,1.62324929,0.301029996,3.881592947
0,0,0,0.602059991,0.477121255,3.40971398,1.633468456,0,3.395970697,1.954242509,0,3.396469907
0,0,0,0,0,0,0,0,0,1.544068044,0.301029996,3.806064905
2.227886705,0,3.375156861,1.380211242,0.301029996,3.243722927,1.278753601,0,3.395970697,2.064457989,0,3.6787818
2.096910013,0,3.508169381,1.973127854,0.477121255,3.71952825,0,0,0,0,0,0
0,0,0,1.72427587,0.477121255,3.648428849,1.755874856,0,3.884747764,0,0,0
0.698970004,0.84509804,4.411910136,2.250420002,0,3.713261354,0,0.477121255,4.293676077,1.079181246,0.477121255,3.800365898
0,0,0,1.653212514,0,2.662948622,0,0,0,0,0,0
0,0,0,0,0,0,1.176091259,0,3.708656505,0,0,0
0,0,0,0,0,0,0,0,0,1.880813592,0,3.414484116
0,0,0,1.959041392,0.301029996,3.445125214,2.149219113,0,3.139879086,0,0,0
1.662757832,0.301029996,3.647730888,1.653212514,0.301029996,3.462559781,1.612783857,0.602059991,3.889483987,0,0,0
0.602059991,0.698970004,4.153119917,0,0,0,0,0,0,1.681241237,0.477121255,3.914442636
0,0,0,0,0,0,1.342422681,0,3.407626509,0,0,0
0,0.301029996,3.642116845,0,0,0,1.875061263,0,3.407626509,0,0,0
0,0,0,1.69019608,0,3.409187392,2.029383778,0,3.645503287,1.62324929,0.77815125,4.14681513
0,0,0,2.204119983,0,3.214684585,0,0,0,0,0,0
0,0,0,1.505149978,0.77815125,3.802939014,0,0,0,2.045322979,0,3.408460537
0.903089987,0,3.700885811,1.986771734,0.301029996,3.478703729,1.643452676,0.602059991,3.983259875,0,0,0
1.531478917,0.698970004,3.948715626,1.672097858,0,3.409187392,0,0,0,2.217483944,0.301029996,3.588552239
0,0,0,2.195899652,0,3.169302314,0,0,0,0,0,0
0,0,0,0,0,0,1.897627091,0.477121255,3.55082111,1.785329835,0,3.295577571
1.397940009,0,3.37265475,1.86332286,0.477121255,3.778530907,0,0,0,1.886490725,0.477121255,3.716442866
1.995635195,0.301029996,3.801590376,1.51851394,0,3.638647608,0,0,0,1.886490725,0,3.681241237
0,0,0,1.681241237,0.301029996,3.340410899,1.897627091,0.477121255,3.81122416,2.071882007,0,3.720751325
1.826074803,0,3.39707055,1.748188027,0,3.38393499,0,0,0,0,0,0
0,0,0,1.86332286,0,3.089353066,0,0,0,1.785329835,0.301029996,3.667368443
1.698970004,1,4.539986616,1.886490725,0.477121255,3.853613544,2.012837225,0.301029996,3.762818277,0,0,0
0.77815125,0.301029996,4.300160537,2.06069784,0.301029996,3.6405971,1.892094603,0,3.732982197,1.69019608,0,3.862294524
1.041392685,0.301029996,3.516812081,0,0,0,0,0,0,2.033423755,0,3.494802604
0,0,0,1.875061263,0.301029996,3.357115416,1.949390007,0.301029996,3.587563863,0,0,0
2.068185862,0,3.168171281,0,0,0,0,0,0,0,0,0
2.181843588,0.301029996,3.712745561,0,0,0,1.531478917,0,3.679763559,1.698970004,0,3.741403917
1.799340549,0.77815125,4.202122253,1.799340549,0.301029996,3.304507143,0,0,0,1.924279286,0.301029996,3.977557231
2.217483944,0.301029996,3.52140284,1.84509804,0,3.512484877,1.875061263,0,3.383745137,2.033423755,0,3.394222979
0,0,0,2.133538908,0,3.371927343,0,0,0,0,0,0
0,0,0,0,0,0,0.954242509,0.301029996,3.067229833,1.079181246,0,3.064457989
0,0,0,0,0,0,0,0,0,1.633468456,0,3.318226479
0,0,0,0,0,0,0,0,0,2.201397124,0,3.118691333
1.792391689,0.301029996,3.851088678,0,0,0,0,0,0,1.954242509,0,3.626694535
0,0,0,1.913813852,0,3.409187392,0,0,0,1.785329835,0,3.11345412
0,0,0,0,0,0,0,0,0,2.161368002,0,3.731863959
1.977723605,0,3.062585413,1.880813592,0,3.337617612,0,0,0,0,0,0
0,0,0,1.544068044,0,3.409187392,0,0,0,0,0,0
1.86923172,0.477121255,3.643070294,1.531478917,0.698970004,3.927268074,1.361727836,0.477121255,3.547273388,2.181843588,0.301029996,3.639176636
0,0,0,0,0,0,0,0.602059991,3.63542392,0,0,0
1.041392685,0.301029996,3.593974572,0,0,0,0,0,0,0,0,0
0,0,0,2.123851641,0,3.13008747,1.681241237,0,3.407626509,1.954242509,0,3.494317738
0,0,0,2.008600172,0.698970004,4.065062947,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.209515015,0,3.419721329
0,0,0,2.187520721,0,3.169302314,0,0,0,2.187520721,0,3.153012526
0.903089987,0.477121255,3.998630788,0.698970004,0.84509804,3.812776932,0.77815125,0.903089987,3.976184971,1.342422681,0.903089987,3.841673136
0,0,0,2.123851641,0,3.732147461,1.531478917,0,3.583717768,0,0,0
1.73239376,0.301029996,3.895266704,2.06069784,0.301029996,3.398119409,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.037426498,0,3.416402733
0,0,0,0,0,0,0,0,0,0,0,3.295577571
1.838849091,0.602059991,3.917318201,0,0,0,1.361727836,0.477121255,3.435969914,2.033423755,0.477121255,3.77815871
1.69019608,0.477121255,3.530427733,1.84509804,0,3.275088893,0,0,0,0,0,0
0,0,0,0.602059991,0,3.443817832,0,0,0,1.62324929,0,3.414484116
1.698970004,0,3.156424966,2.136720567,0,3.607208725,0.954242509,0,3.407626509,0,0,0
0,0,0,2.004321374,0,2.714808585,0,0,0,0,0,0
0,0,0,1.944482672,0,3.142787837,0,0,0,0,0,0
0,0,0,2.195899652,0,3.470332309,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.505149978,0,3.972229295
2.227886705,0.477121255,3.846141857,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.838849091,0,3.422851946,0,0,0
0,0,0,0,0,0,0,0,0,2.123851641,0.301029996,3.807468781
2.113943352,0.301029996,3.424146122,0,0,0,0,0,0,0,0,0
1.278753601,0.698970004,4.028673832,1.792391689,0.477121255,4.100333751,0,0.477121255,3.835731747,1.785329835,0.477121255,3.767345243
1.740362689,0,3.674401476,1.740362689,0,2.662948622,1.643452676,0,3.679763559,1.875061263,0,3.741403917
0,0,0,2.017033339,0,3.172705261,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.158362492,0,2.969554195
0,0,0,1.740362689,0.477121255,3.608698617,1.982271233,0,3.762211793,0,0,0
0,0,0,2.11058971,0,2.714808585,0,0,0,1.785329835,0,3.596607567
1.875061263,0,3.457454962,1.949390007,0.602059991,3.789589598,1.531478917,0,3.407626509,0,0,0
0,0,0,0,0,0,1.544068044,0,3.708656505,0,0,0
0,0,0,0,0,0,0,0,0,2.136720567,0,3.6787818
0,0,0,2.235528447,0,3.044363577,1.995635195,0,3.050596269,1.954242509,0,3.100703083
0,0,0,2.139879086,0,3.607208725,1.959041392,0,3.407626509,0,0,0
0,0,0,1.531478917,0,3.480649404,0,0,0,1.51851394,0.477121255,3.305995883
0,0,0,0,0,0,1.462397998,0,3.395970697,0,0,0
1.748188027,0.698970004,3.741748458,0,0,0,1.959041392,0,3.139879086,0,0,0
1.77815125,0,3.038989266,0,0,0,0,0,0,0,0,0
1.698970004,0.698970004,3.866479384,0,0,0,2.190331698,0.477121255,3.844323747,0,0,0
0,0,0,0,0,0,0,0,0,1.785329835,0,3.596607567
0,0,0,0,0,0,0,0,0,2.158362492,0,3.419721329
0,0,0,0,0,0,1.799340549,0.602059991,3.846845153,1.255272505,0.301029996,3.519493709
0,0,0,1.973127854,0.477121255,3.672595743,0,0,0,0,0,0
1.886490725,0,3.130324279,2.008600172,0.301029996,4.066187702,2.012837225,0,3.140405056,0,0,0
0.903089987,0,3.603260697,0,0,0,0,0,0,0,0,0
0,0,0,1.826074803,0,3.355710667,1.146128036,0.301029996,4.18614154,0,0.602059991,4.40644542
1.77815125,0,2.966569259,1.681241237,0.477121255,3.886390246,0,0,0,1.278753601,0.301029996,3.709655704
1.86923172,0.477121255,3.885579075,0,0,0,0,0,0,2.041392685,0,3.115372737
0,0,0,1.62324929,0.602059991,3.901180772,1.880813592,0,3.407626509,0,0,0
0.301029996,0.301029996,3.57777654,1.954242509,0,2.662948622,0,0,0,0,0,0
1.851258349,0.602059991,4.321907478,2.204119983,0.602059991,4.495859569,0,0,0,0.77815125,0.301029996,3.978056865
1.785329835,0.301029996,3.642116845,0,0,0,1.69019608,0,3.407626509,0,0,0
1.041392685,0.301029996,3.684138342,2.11058971,0,3.457252193,0,0,0,2.033423755,0,3.695252975
0,0,0,0,0,0,0,0,0,1.851258349,0,3.268157915
0,0,0,1.949390007,0,2.662948622,0,0,0,0,0,0
0,0,0,1.84509804,0.301029996,3.529549127,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.204119983,0,3.193772609
0,0,0,0,0,0,0,0,0,2.158362492,0.477121255,3.819797832
0,0,0,2.100370545,0,3.379124146,1.792391689,0,3.679763559,0,0,0
0,0,0,2.204119983,0,3.306178729,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.986771734,0,3.115372737
0,0,0,0,0,0,1.897627091,0,3.506828085,0,0,0
0,0,0,1.819543936,0,3.142787837,1.892094603,0,3.130922206,2.033423755,0,2.931339283
1.826074803,0,2.801416389,0,0,0,2.1430148,0,3.155354746,0,0,0
0,0,0,2.11058971,0,3.379124146,0,0,0,0,0,0
0,0,0,1.505149978,0.477121255,3.253327923,0.301029996,0,3.052576852,1.838849091,0.301029996,3.4714017
0.903089987,0,3.674401476,2.217483944,0,3.473735257,0,0,0,0,0,0
0,0,0,1.431363764,0.301029996,3.90644848,0,0.903089987,4.246600058,1.740362689,0.954242509,4.412697366
1.612783857,0,3.497593487,0,0,0,2.053078443,0,3.351626265,0,0,0
0,0,0,2.155336037,0,2.714808585,1.748188027,0,3.679763559,1.832508913,0,3.396469907
1.86923172,0.477121255,3.585264386,1.954242509,0,3.119375877,1.568201724,0.301029996,3.403213625,2.033423755,0,3.494802604
0,0,0,0,0,0,0,0,0,1.662757832,0,3.219057959
0,0,0,0,0,0,1.301029996,0.602059991,3.512804901,2.049218023,0,3.138173761
0,0,0,0,0,0,0.954242509,0,3.407626509,0,0,0
0.77815125,0,3.138204664,1.301029996,0.301029996,2.963978618,1.924279286,0,3.139879086,1.447158031,0.301029996,3.440057256
0,0,0,0,0,0,1.755874856,0,3.679763559,0,0,0
0.602059991,0,2.84826573,0,0,0,1.322219295,0,3.407626509,1.62324929,0,3.414484116
0,0,0,0,0,0,1.447158031,0,3.139879086,0,0,0
0,0,0,0,0,0,0.954242509,0.301029996,3.348011783,0,0,0
0,0,0,2.195899652,0,3.169302314,0,0,3.243863772,0,0,0
0,0,0,0,0,0,0,0,0,2.071882007,0.477121255,3.489136742
0,0,0,0,0,0,0,0,0,1.949390007,0.602059991,3.142137633
1.73239376,0.477121255,3.686937843,1.880813592,0.477121255,3.747309404,0,0,0,1.113943352,0,3.017196484
0,0,0,2.037426498,0,3.431117466,1.602059991,0,3.045222966,0,0,0
0.903089987,0.477121255,3.445329194,1.949390007,0.477121255,3.73735957,0,0,0,0,0,0
1.995635195,0,3.332078122,0,0,0,1.799340549,0.477121255,3.552909822,1.785329835,0,3.596607567
1.681241237,0,3.37265475,0,0,0,1.763427994,0,3.544893767,0,0,0
0,0,0,0,0,0,1.146128036,0.477121255,3.687678829,0,0,0
0,0,0,1.959041392,0,3.656740663,0,0,0,0.77815125,0.301029996,3.965748269
0,0,0,1.716003344,0.301029996,3.486213753,0,0,0,0,0,0
1.838849091,0.903089987,4.125442206,0.698970004,0.77815125,4.212690096,0,0,0,1.832508913,0.301029996,3.848284696
1.995635195,0.301029996,3.493321416,1.51851394,0,2.662948622,1.322219295,0,3.395970697,0,0,0
0,0,0,0,0,0,0.301029996,0.301029996,3.82989221,1.740362689,0,3.494317738
1.672097858,0,3.758484957,1.792391689,0.301029996,3.691275284,2.029383778,0,3.645503287,1.908485019,0,3.715514111
0,0,0,2.100370545,0,3.379124146,1.812913357,0,3.980793555,0,0,0
0,0,0,0,0,0,0,0,0,1.278753601,0.301029996,3.773064374
0,0,3.798948738,1.880813592,0,4.081270799,0,0,0,1.73239376,0.77815125,4.566363459
1.919078092,0.301029996,3.493393444,0,0,0,2.012837225,0,3.414416411,0,0,0
0,0.301029996,3.77609673,0,0,0,0,0,0,0,0,0
0,0,0,1.944482672,0.301029996,3.297680477,1.113943352,0.477121255,3.752708092,1.255272505,0.301029996,3.587035592
0,0,0,2.008600172,0.301029996,3.732147461,1.806179974,0,3.884747764,0,0,0
2.117271296,0,3.852278116,2.037426498,0,3.163475845,0,0,0,0,0,0
0.77815125,0.477121255,3.845142152,2.037426498,0,3.90823872,0,0,0,0,0,0
0.77815125,0,3.457454962,0,0,0,0,0,0,1.84509804,0.301029996,3.297571045
0,0,0,0,0,0,0,0,0,2.064457989,0,3.416402733
2.041392685,0.903089987,4.397854684,1.681241237,0.301029996,4.043217184,1.643452676,0.477121255,3.991899709,1.414973348,0.602059991,4.223043403
1.531478917,0,3.603260697,0,0,0,0,0,0,0,0,0
2.198657087,0,3.375156861,1.86332286,0.602059991,3.469784451,0,0,0,0,0,0
0,0,0,2.041392685,0,3.431117466,0,0,0,0,0,0
0,0,0,1.826074803,0.301029996,3.445125214,1.278753601,0.301029996,3.697550967,1.954242509,0,3.396469907
2.127104798,0.301029996,3.37062582,0,0,0,2.173186268,0,3.164283539,2.041392685,0,3.783903579
0.903089987,0,3.302945803,0,0,0,0,0,0,2.033423755,0,3.494802604
0,0,0,0,0,0,0.903089987,0.477121255,4.076124862,1.612783857,0.301029996,3.559715724
2.103803721,0.301029996,3.378028266,0,0,0,0,0,0,0,0,0
1.698970004,0.698970004,4.892905854,1.748188027,0.477121255,4.378563564,0,0,0,0,0,0
0,0,0,1.612783857,0.301029996,3.133655125,0,0,0,0,0,0
1.929418926,0,3.633546221,1.716003344,0.698970004,3.91588615,1.73239376,0.77815125,4.247053257,1.176091259,0.84509804,4.564958126
0,0,0,0,0,0,1.748188027,0,3.130922206,1.633468456,0.602059991,3.865315837
0,0,0,2.152288344,0,3.474596156,0,0,0,0,0,0
1.041392685,0,3.302945803,0,0,0,1.602059991,0,3.629599129,0,0,0
1.633468456,0.77815125,4.202624291,1.903089987,0.602059991,4.095285382,0.77815125,0.301029996,3.89495713,1.612783857,0.301029996,3.758482504
2.220108088,0.301029996,3.4202845,2.11058971,0,3.600972896,0,0,0,1.977723605,0,3.363887174
2.100370545,0.602059991,4.296081839,1.982271233,0.301029996,3.193943321,1.792391689,0,3.431952202,0,0,0
0,0,0,0,0,0,0,0,0,2.075546961,0,3.138173761
1.755874856,0,3.674401476,0,0,0,1.477121255,0.301029996,3.734493683,0,0,0
1.806179974,0.77815125,4.103920191,0,0,0,1.959041392,0.301029996,3.656710046,0,0,0
1.875061263,0.301029996,3.433078469,1.799340549,0,3.510764622,1.672097858,0.301029996,3.615348207,2.033423755,0.301029996,3.64126172
0,0,0,0,0,0,0,0,0,2.012837225,0,3.107430542
0,0,0,0,0,0,1.995635195,0,3.51751185,1.531478917,0.477121255,4.257434911
0,0,0,0,0,0,1.278753601,0,3.454620283,0,0,0
0,0,0,0,0,0,0,0,0,1.176091259,0,3.017196484
0,0,0,1.113943352,0,3.098997634,0,0,0,0,0,0
0.301029996,0.301029996,3.020797488,1.903089987,0,3.409187392,0,0,0,0,0,0
1.826074803,0,3.071624754,0,0,0,0,0,0,0,0,0
0,0,0,2.096910013,0.301029996,3.348911367,0,0,0,2.037426498,0,3.118691333
1.505149978,0.84509804,4.512960735,1.86332286,0.301029996,3.265008614,1.361727836,0.477121255,3.847189757,1.977723605,0,4.187795915
0,0,0,0,0,0,1.73239376,0.698970004,4.243910564,1.612783857,0.301029996,3.959994838
0,0,0,0,0,0,1.361727836,0,3.676469033,2.071882007,0,3.44667545
0,0,0,0,0,0,0,0,0,2.201397124,0.477121255,4.419304216
0,0,0,2.217483944,0,2.714808585,2.230448921,0,3.139879086,0,0,0
0,0,0,2.146128036,0.301029996,3.172705261,1.806179974,0,3.383745137,0,0,0
0,0,0,2.155336037,0,3.332313456,0,0,0,0,0,0
0,0,0,1.792391689,0,3.441099873,0,0,0,0,0,0
1.079181246,0,3.561868011,1.579783597,0.301029996,3.857417616,1.838849091,0,3.52234422,1.278753601,0.301029996,3.904044881
1.146128036,0.602059991,4.417852567,2.113943352,0.301029996,4.549164249,1.968482949,0,4.481635644,1.672097858,0.602059991,4.791127015
2.255272505,0,3.112130326,1.86332286,0,2.662948622,0,0,0,0,0,0
0.903089987,0,3.179842713,1.531478917,0,3.480649404,0,0,3.243863772,1.612783857,0,3.414484116
2.100370545,0,3.852278116,1.491361694,0.77815125,4.064143298,0,0,0,2.245512668,0.301029996,3.48296647
1.806179974,0.301029996,3.387035672,1.919078092,0.301029996,3.480839206,1.633468456,0.477121255,3.810615261,0,0,0
1.255272505,0.301029996,3.531186136,0,0,0,1.959041392,0,3.610660163,0,0,0
0.602059991,0.301029996,3.414652152,2.198657087,0,2.987384586,0,0,0,2.033423755,0,2.931339283
0,0,0,1.041392685,0.301029996,3.991364013,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.178976947,0.602059991,3.396116627
0.903089987,0,3.302945803,1.491361694,0.477121255,3.7842619,2.201397124,0.477121255,4.120519314,2.079181246,0.301029996,3.567444537
0.903089987,0,3.758484957,1.959041392,0.301029996,3.886308647,0,0,0,0,0,0
1.748188027,0,3.674401476,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.176091259,0.301029996,3.134175291,0,0,0
0,0,0,0,0,0,0,0,0,1.176091259,0.477121255,3.730844611
2.225309282,0,3.375156861,1.959041392,0,3.355710667,1.851258349,0,3.609165484,0,0,0
1.929418926,0,2.98868342,1.897627091,0,3.434568904,0,0,0,0,0,0
1.73239376,0,3.674401476,1.959041392,0,3.355710667,0,0,0,0,0,0
0.903089987,0.602059991,3.817140764,0,0,0,0,0,0,1.785329835,0,3.295577571
1.505149978,0,3.457454962,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.414973348,0,3.654636843,1.079181246,0.301029996,4.063191127
0,0,0,1.959041392,0,3.355710667,0,0,0,0,0,0
0.903089987,0,3.302945803,0,0,0,0,0,0,1.73239376,0.602059991,3.73385126
0,0,0,2.123851641,0,3.13008747,0,0,0,0,0,0
1.73239376,0.698970004,3.755523578,0,0,0,2.146128036,0,3.155354746,1.838849091,0.301029996,3.404740565
0.602059991,0,3.267599254,0,0,0,1.968482949,0,3.715446407,2.209515015,0.301029996,3.796693766
0,0,0,0,0,0,1.681241237,0,3.679763559,0,0,0
0,0,0,1.716003344,0.301029996,4.088124728,0,0,0,0,0,0
0,0,0,0,0,0,1.556302501,0,3.41995503,0,0,0
