R1,F1,M1,R2,F2,M2,R3,F3,M3,R4,F4,M4
2.139879086,0,3.852278116,1.913813852,0.301029996,3.727877693,1.785329835,0.77815125,4.013011246,1.505149978,0.602059991,4.076630344
1.908485019,0.954242509,4.234939835,1.924279286,0.477121255,3.616416762,1.698970004,0.84509804,4.073411679,2.075546961,0.698970004,4.015616832
0,0,0,0,0,0,0,0,0,2.025305865,0,3.416402733
0,0,0,1.531478917,0.698970004,4.410910668,0,0,0,1.146128036,0.301029996,3.434456691
0,0,0,1.954242509,0,3.685788865,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.913813852,0,3.396469907
2.181843588,0,3.852278116,1.62324929,0.301029996,3.280555328,0,0,0,2.033423755,0,2.931339283
0.301029996,0.301029996,3.402694487,2.11058971,0,2.714808585,0,0,0,2.136720567,0,3.138173761
1.748188027,0,3.138204664,1.51851394,0.77815125,3.519664749,1.361727836,0.301029996,3.440909082,0.84509804,0.698970004,3.59593408
0,0,0,1.748188027,0,2.662948622,0,0,0,1.602059991,0.301029996,3.749229934
0,0,0,2.155336037,0,3.17356616,0,0,0,0,0,0
1.041392685,0.301029996,3.68452928,2.100370545,0.477121255,3.853859693,2.012837225,0,3.762211793,0,0,0
0,0,0,0,0,0,0,0,0,1.62324929,0.84509804,4.037345761
0.77815125,0.602059991,3.742739852,1.72427587,0.301029996,3.41949416,0.903089987,0.698970004,4.21436015,0.698970004,0,3.927724531
0,0,0,0,0,0,0,0,0,1.806179974,0,3.963252667
0,0,0,1.799340549,0,3.142787837,1.204119983,0,3.130922206,0,0,0
1.041392685,0.301029996,3.56442528,2.23299611,0,3.201377993,1.322219295,0,3.29666519,0,0,0
0,0,0,1.531478917,0.602059991,4.000429276,1.113943352,0.477121255,4.407626509,0.903089987,0.602059991,4.157180902
1.832508913,0.301029996,3.796299306,0,0,0,2.146128036,0,3.155354746,2.161368002,0,3.364738555
0,0,0,2.198657087,0,3.015838581,1.531478917,0,3.609165484,0,0,0
2.139879086,0.301029996,4.244317446,0,0,0,2.152288344,0.301029996,3.781948795,0,0,0
0,0,0,0,0,0,0,0,0,2.053078443,0,3.115372737
0,0,0,0,0,0,0,0,0,1.62324929,0.301029996,3.592328139
0,0,0,2.075546961,0.477121255,3.656011384,0,0.301029996,3.580780833,0,0,0
0,0,0,0,0,0,1.944482672,0,3.799298802,0,0,0
2.206825876,0,3.347402091,0,0,0,1.698970004,0,3.395970697,0,0,0
1.908485019,0,3.656963967,0,0,0,0,0,0,0,0,0
0,0,0,2.041392685,0,3.172705261,0,0,0,0,0,0
2.117271296,0.301029996,3.306154035,0,0,0,1.204119983,0.477121255,3.55748397,1.662757832,0.602059991,4.065212813
0,0,0,0,0,0,0,0,0,2.220108088,0,3.09653569
1.838849091,0.698970004,3.959597238,1.72427587,0.602059991,3.635356552,1.73239376,0.477121255,3.671342304,0,0,0
0,0,0,0,0,0,0,0,0,1.113943352,0,3.017196484
0,0,0,0,0,0,0,0,0,0.698970004,0,3.626694535
2.093421685,0,3.375156861,2.238046103,0,2.714808585,0,0,0,0,0,0
0,0,0,1.799340549,0,3.656740663,1.982271233,0,3.364271784,1.832508913,0,3.11916598
1.73239376,0,3.603260697,1.924279286,0,3.638647608,2.120573931,0,3.892094603,1.278753601,0,3.719024568
1.414973348,0,3.096250275,1.62324929,0,3.556242178,1.568201724,0,3.259610166,1.954242509,0.301029996,3.383180243
0,0,0,1.380211242,0,3.810727602,0,0,0,0,0,0
0,0,0,2.206825876,0,3.377469253,0,0,0,0,0,0
0,0,0,1.832508913,0,3.133538908,0,0,0,0,0,0
0,0,0,1.826074803,0,3.142787837,0,0,0,0,0,0
0,0,0,1.819543936,0,3.457329851,1.079181246,0,3.29666519,0,0,0
0,0,0,0,0,0,0,0,0,2.079181246,0,3.39707055
0,0,0,1.681241237,0.602059991,3.759353576,1.204119983,0.301029996,3.546849055,1.755874856,0.301029996,3.524991979
0,0,0,0,0,0,1.69019608,0,3.395970697,0,0,0
1.544068044,0,3.674401476,1.986771734,0.301029996,3.473876488,1.832508913,0.301029996,3.832802206,0.602059991,0.698970004,4.215264931
0,0,0,2.195899652,0,3.169302314,0,0,0,0,0,0
0,0,0,0,0,0,1.740362689,0,3.139879086,2.064457989,0,3.39707055
1.041392685,0.301029996,3.816480579,2.100370545,0,3.454818182,2.012837225,0,3.504497374,0,0,0
0,0,0,1.579783597,0.301029996,3.634257592,1.602059991,0.301029996,3.600972896,0,0,0
0,0,0,2.012837225,0.301029996,3.172705261,1.633468456,0.301029996,3.565215595,1.322219295,0.301029996,3.420195976
0,0,0,2.139879086,0,3.13008747,0,0,0,2.240549248,0,3.118691333
1.672097858,0.301029996,3.650031451,0,0,0,1.959041392,0.477121255,3.691274398,0,0,0
0,0,0,0,0,0,1.556302501,0,3.732982197,0,0,0
0,0,0,0,0,0,0,0,0,1.612783857,0.301029996,3.771518007
0,0,0,0,0,0,1.897627091,0,3.547790683,0,0,0
1.322219295,0.301029996,3.524119199,1.792391689,0,3.337617612,0,0.301029996,3.80785808,1.278753601,0,3.417994573
0,0,0,1.785329835,0.301029996,3.64832346,1.69019608,0.301029996,4.100325627,0,0,0
0,0,0,1.505149978,0,3.40002763,0,0,0,1.880813592,0.301029996,3.886038804
0.698970004,0,3.457454962,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.832508913,0,3.383745137,1.892094603,0,3.471773178
0,0,3.457454962,0,0,0,0,0,0,1.86923172,0,3.414484116
1.113943352,0.301029996,3.554964907,2.037426498,0,3.172705261,0,0,0,2.167317335,0.301029996,3.801602227
0,0,0,2.11058971,0,3.680154142,0,0,0,2.158362492,0,3.6787818
1.963787827,0,3.230035629,2.230448921,0,3.502407989,2.190331698,0,3.164283539,0,0,0
1.62324929,0.301029996,3.490339721,0,0,0,0,0,0,0,0,0
1.886490725,0,3.138204664,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.897627091,0,2.972786708,0,0,0
1.62324929,0,4.1752218,1.491361694,0,3.510764622,1.568201724,0,3.431952202,0,0,0
0,0,0,0,0,0,0,0,0,1.672097858,0.301029996,3.627803894
1.255272505,0.301029996,3.970025648,0,0,0,0,0,0,1.531478917,0.477121255,3.896025194
2.053078443,0,4.755368103,1.944482672,0,4.045877824,1.880813592,0,3.732982197,2.053078443,0,4.010520529
2.225309282,0,2.647160342,1.681241237,0,2.090719159,0,0,0,2.071882007,0,3.382873725
1.799340549,0.301029996,3.642116845,1.86332286,0.477121255,3.781005195,0,0,0,1.785329835,0.301029996,3.427169137
2.079181246,0,3.58373759,0,0,0,1.954242509,0.477121255,4.219889887,1.113943352,0.477121255,4.261601623
2.158362492,0.301029996,3.843875842,2.041392685,0,2.714808585,1.806179974,0,3.679763559,2.149219113,0,3.731863959
1.556302501,0.301029996,3.806196854,0,0,0,0,0,0,2.198657087,0.477121255,3.577810282
0,0,0,0,0,0,0,0,0,2.033423755,0,3.494802604
2.089905111,0.301029996,3.727910695,2.100370545,0.301029996,3.220812201,0.84509804,0.602059991,3.986886626,0,0,0
1.851258349,0,3.934576216,0,0,0,1.431363764,0,3.884747764,0,0,0
2.161368002,0,3.375156861,1.903089987,0,2.662948622,0,0,0,0,0,0
0,0,0,0,0,0,1.544068044,0,3.547790683,2.053078443,0,3.717432729
0.301029996,0,3.138204664,1.819543936,0,2.662948622,2.012837225,0,3.39707055,0,0,0
0,0,0,0,0,0,0,0,0,1.146128036,0,3.37161107
0,0.477121255,3.74220025,1.73239376,0.301029996,3.267048676,2.068185862,0,3.305544385,0.602059991,0.301029996,3.855432617
0,0,0,2.017033339,0.477121255,3.700623562,0,0,0,0,0,0
1.838849091,0.301029996,3.743036508,0,0,0,1.681241237,0.301029996,3.923025719,0,0,0
0,0,0,2.089905111,0,3.454818182,1.301029996,0,3.045222966,1.51851394,0.698970004,4.04989739
1.851258349,0,3.674401476,1.681241237,0,2.662948622,1.681241237,0,3.679763559,0.77815125,0,3.626694535
0.301029996,0.301029996,3.494468293,0,0,0,0,0,0,0,0,0
1.414973348,0,3.874191805,2.146128036,0.602059991,3.650568927,1.62324929,0,3.407626509,0,0,0
0,0,0,0,0,0,0,0,0,2.201397124,0,3.6787818
1.672097858,0,3.674401476,0,0,0,0,0,0,0,0,0
1.838849091,0.301029996,3.873627339,1.913813852,0,3.723687452,0,0,0,0,0,0
2.093421685,0,2.901396876,0,0,0,2.222716471,0,3.123960804,0,0,0
0,0,0,1.73239376,0,3.409187392,0,0,0,0,0,0
1.892094603,0.477121255,4.062331422,1.986771734,0.602059991,3.316868576,0.903089987,0.602059991,4.109810797,1.342422681,0.301029996,3.697800328
0,0,0,2.11058971,0.301029996,3.903196158,2.075546961,0,4.006037955,0,0,0
0,0,0,0,0,0,0,0,0,1.755874856,0,3.100703083
2.240549248,0,3.375156861,1.672097858,0,2.662948622,0,0,0,0,0,0
0,0,0,2.045322979,0,3.163475845,1.944482672,0.301029996,3.783120614,1.954242509,0.301029996,3.74755661
0,0,0,0,0,0,0,0,0,1.431363764,0,3.414484116
0,0,0,2.238046103,0,2.714808585,1.944482672,0,3.139879086,2.021189299,0,3.138173761
1.977723605,0,3.852278116,1.875061263,0.301029996,3.499220433,1.924279286,0,3.407626509,0,0,0
0,0,0,1.84509804,0.602059991,4.075132388,2.012837225,0,3.414416411,0,0,0
0.602059991,0.477121255,3.914713456,0,0,0,2.164352856,0,3.645503287,1.62324929,0,3.414484116
1.806179974,0.301029996,3.440943582,0,0,0,0,0.301029996,3.580780833,0,0,0
1.880813592,0,3.674401476,0,0,0,1.079181246,0,3.679763559,0,0,0
0,0,0,2.217483944,0,2.714808585,0,0,0,0,0,0
1.397940009,1,4.133047354,1.740362689,1,4.119165906,1.748188027,0.698970004,3.650906231,1.414973348,1.146128036,4.21373742
1.77815125,1.041392685,4.198300068,1.681241237,0.602059991,3.69820305,1.954242509,0.602059991,3.78414851,0,0,0
0,0,0,0,0,0,0,0,0,1.698970004,0,3.396469907
0,0,0,2.184691431,0,3.492959835,0,0,0,0,0,0
1.785329835,0.477121255,3.920784755,1.041392685,1.041392685,4.322246454,1.799340549,0.602059991,3.934246219,2.238046103,0.301029996,3.977925485
0,0,0,0,0,0,1.707570176,0.602059991,3.60435402,0,0,0
0,0,0,1.973127854,0,2.714808585,0,0,0,1.591064607,0.301029996,3.998566185
1.62324929,0.477121255,4.154041211,0,0,0,1.875061263,0.301029996,3.6332798,0,0,0
0,0,0,2.11058971,0,2.714808585,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.748188027,0,3.139879086
0,0,0,2.017033339,0,3.13008747,0,0,0,0,0,0
1.397940009,0.477121255,4.10133073,1.491361694,0.602059991,3.9784588,1.919078092,0,3.052576852,1.414973348,0.301029996,3.580650641
0,0,0,0,0,0,0.77815125,0,3.273816704,2.227886705,0,3.09653569
0,0,0,0,0,0,1.531478917,0,3.139879086,0,0,0
0,0,0,1.832508913,0.301029996,3.616220309,1.929418926,0,3.139879086,2.178976947,0,3.138173761
0,0,0,0,0,0,0.301029996,0.301029996,4.078593761,0,0,0
0,0,0,2.195899652,0,3.169302314,0,0,0,0,0,0
0,0,0,0,0,0,0.301029996,0,3.407626509,0,0,0
1.995635195,0,3.550250329,1.84509804,0,3.275088893,0,0,0,0,0,0
0.77815125,1,4.180028911,1.544068044,0.301029996,3.807601618,1.763427994,0.301029996,3.743105746,1.785329835,0.301029996,4.048754523
0,0,0,2.049218023,0,3.172705261,2.146128036,0,3.483136628,0,0,0
0,0,0,1.672097858,0.301029996,3.455484726,1.763427994,0,3.395970697,0.77815125,0,3.626694535
1.919078092,0.602059991,3.724336489,1.602059991,1.204119983,4.60471906,1.146128036,1,4.432564209,1.672097858,0.301029996,3.420195976
2.225309282,0,3.375156861,0,0,0,0,0,0,0,0,0
1.662757832,0.301029996,4.072699149,1.799340549,0,3.510764622,0,0,0,1.462397998,0.301029996,3.434023479
0,0,0,1.986771734,0.698970004,3.9398061,0,0,0,1.079181246,0.301029996,3.936230877
0,0,0,0,0,0,0,0,0,2.214843848,0,3.399050268
0,0,0,0,0,0,0,0,0,1.785329835,0.602059991,3.75816599
0,0,0,1.973127854,0,3.379124146,0,0,0,0,0,0
2.181843588,0,3.658766781,2.123851641,0.301029996,3.829057474,2.029383778,0,3.946533283,0,0,0
0,0,0,1.799340549,0,3.355710667,1.414973348,0.477121255,3.608904325,0,0,0
0,0,0,1.799340549,0,3.355710667,1.982271233,0,3.66530178,1.431363764,0.602059991,4.55005628
0,0,0,2.017033339,0,3.431117466,1.447158031,0.301029996,3.591978653,0,0,0
0,0,0,1.897627091,0.301029996,3.688610065,0,0,0,1.755874856,0.477121255,3.689521641
1.447158031,0,3.102446385,1.86332286,0.301029996,3.586379176,2.190331698,0,3.155354746,0,0,0
1.041392685,0.698970004,3.657727056,2.100370545,0,3.156222197,1.633468456,0.301029996,3.647432525,2.033423755,0.301029996,3.657867002
0,0,0,2.195899652,0,3.169302314,2.243038049,0,3.175535006,1.73239376,0,3.100703083
1.86923172,0,3.138204664,0,0,0,1.301029996,0,3.139879086,0,0,0
1.51851394,0.301029996,3.387035672,2.012837225,0,3.13008747,0,0,0,2.017033339,0,3.118691333
1.838849091,0.301029996,3.277886835,1.959041392,0.301029996,3.461540942,0.77815125,0.477121255,3.618471741,0,0,0
1.681241237,0,3.149295725,0,0,0,0,0,0,2.178976947,0,3.09653569
1.73239376,0,3.674401476,0,0,0,0,0,0,1.954242509,0.301029996,3.763126003
0,0,0,0,0,0,1.897627091,0,3.407626509,1.986771734,0.301029996,3.306526951
0,0,0,1.748188027,0.477121255,3.881526821,1.176091259,0.301029996,3.771523577,1.748188027,0.477121255,3.60807965
0,0,0,2.11058971,0,3.379124146,0,0,0,2.025305865,0,3.699679276
0.84509804,0.477121255,3.729421076,1.72427587,0,3.479210808,0,0,0,1.079181246,0.477121255,3.810626428
0,0,0,1.579783597,0.602059991,3.972164905,0,0,0,0,0,0
0,0,0,0,0,0,1.897627091,0,3.29666519,0,0,0
0,0,0,2.017033339,0,3.13008747,0,0,0,0,0,0
2.178976947,0,3.09575928,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.556302501,0,3.395970697,1.755874856,0,3.396469907
1.832508913,0,3.457454962,1.954242509,0,3.710217388,0,0,0,0,0,0
0,0,0,1.653212514,0.698970004,4.013579325,1.643452676,0.77815125,4.145153792,0.77815125,1,4.420742041
0,0,0,1.84509804,0.477121255,3.723748289,0,0,0,0,0,0
0,0,0,1.380211242,0.698970004,4.155082213,2.227886705,0.301029996,3.680378521,2.149219113,0,3.329103785
0,0,0,1.959041392,0,3.355710667,0.954242509,0,3.395970697,0,0,0
2.235528447,0,3.375156861,0,0,0,0,0,0,0,0,0
1.832508913,0.477121255,4.055323306,1.826074803,0.477121255,3.372473795,0,0,0,0,0,0
0,0,0,0,0,0,1.681241237,0,3.679763559,0,0,0
0,0,0,0,0,0,0,0,0,2.136720567,0,3.44667545
0,0.301029996,3.409100214,0,0,0,1.431363764,0,3.686636269,0,0,0
0,0,0,0,0,0,0.301029996,0.477121255,3.651540005,2.161368002,0,3.408460537
0,0,0,0,0,0,0.698970004,0,3.980793555,0.77815125,0,3.980286006
1.255272505,0.301029996,3.851088678,0,0,0,1.763427994,0,3.679763559,0.698970004,0.301029996,3.693484943
0,0,0,1.301029996,0.477121255,3.718512533,2.238046103,0,3.139879086,0,0,0
1.86923172,0.301029996,3.777501733,0,0,0,0,0,0,0,0,0
0,0,0,1.924279286,0.301029996,3.373030414,1.785329835,0.602059991,3.625235394,2.025305865,0.477121255,3.199955925
0,0,0,0,0,0,0,0,0,1.591064607,0.477121255,4.023948881
0,0,0,1.301029996,0,3.214291802,0,0,0,1.785329835,0,3.295577571
0,0,0,1.612783857,0,3.133538908,0,0,0,1.556302501,0.301029996,3.586366489
1.851258349,0.602059991,3.89057933,1.653212514,0.698970004,3.965260391,1.322219295,0.698970004,3.943381559,1.832508913,0.301029996,3.640490911
2.100370545,0,3.852278116,1.301029996,0.698970004,3.718475949,1.681241237,0.698970004,3.785786962,0,0,0
0,0,0,1.944482672,0,2.662948622,0,0,0,0.77815125,0,3.626694535
0,0,0,2.184691431,0,2.714808585,0,0,0,2.053078443,0,3.39707055
0,0,0,0,0,0,0,0,0,1.72427587,0.77815125,4.086991043
0,0,0,1.544068044,0.477121255,4.045709231,1.643452676,0,3.623207543,1.544068044,0.477121255,3.782922016
0,0,0,1.672097858,0,3.384758869,0,0,0,0,0,0
0,0,0,2.146128036,0,3.474596156,0,0,0,0,0,0
1.72427587,0.602059991,3.96198881,0,0,0,1.707570176,0,3.407626509,0,0,0
0,0,0,0,0,0,0,0,0,2.068185862,0,3.115372737
1.69019608,0.301029996,3.956164179,1.954242509,0.301029996,3.597131618,1.892094603,0.477121255,3.800127533,0,0,0
1.51851394,0,3.39707055,0,0,0,1.568201724,0,3.679763559,0.77815125,0.301029996,3.834454005
0,0,0,2.195899652,0,3.169302314,0,0,0,1.079181246,0.301029996,3.560798645
1.69019608,0.77815125,4.83298087,1.397940009,0.602059991,4.024106112,1.897627091,0.301029996,4.342761421,0,0.477121255,4.487149378
2.103803721,0,3.112130326,1.959041392,0,2.974058898,0,0,0,0,0,0
1.86923172,0.301029996,3.954824544,1.505149978,0,3.576118889,0,0,0,2.187520721,0,3.573656945
0.77815125,0.77815125,3.911944509,1.531478917,0.301029996,3.394911779,1.799340549,0.477121255,3.663058042,0,0,0
0,0,0,1.986771734,0.602059991,3.851221113,1.763427994,0.477121255,4.243583011,0.77815125,0.301029996,4.135484
0,0,0,1.51851394,0.477121255,3.736710772,0,0,0,2.049218023,0.301029996,3.412340527
1.477121255,0,3.179842713,0,0,0,0.77815125,0.301029996,3.630341054,2.075546961,0,3.44667545
0,0,0,1.278753601,1.113943352,4.140702335,0,1.146128036,4.31065512,1.740362689,0.954242509,4.223217856
1.477121255,0,3.480872708,1.832508913,0.77815125,4.195768642,0,0,0,0,0,0
2.045322979,0,3.21987877,1.544068044,0,3.258996253,0,0,0,1.913813852,0,3.229092829
0,0,0,2.068185862,0,2.714808585,0,0,0,0,0,0
0,0,0,1.986771734,0,3.163475845,2.1430148,0,3.001568332,0,0,0
2.227886705,0,3.378518131,0,0,0,0,0,0,0,0,0
0,0.301029996,3.72934139,0,0,0,0,0,0,0,0,0
0,0,0,1.278753601,0,3.098997634,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.73239376,0,3.626694535
1.477121255,0,3.480872708,0,0,0,1.361727836,0.477121255,4.018066281,0,0,0
1.949390007,0.301029996,3.46956716,1.531478917,0.602059991,3.942833821,0,0,0,1.079181246,0.602059991,3.851920441
0.903089987,0,3.113622157,0,0,0,0,0,0,2.201397124,0,3.139835676
1.963787827,0.698970004,4.320593238,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.612783857,0,3.414484116
0,0,0,0,0,0,0,0,0,1.826074803,0,3.741403917
0,0,0,0,0,0,0,0,0,2.049218023,0.301029996,3.439203756
1.477121255,0,3.179842713,1.72427587,0.477121255,3.632749181,1.568201724,0,3.407626509,1.681241237,0.301029996,3.440057256
0,0,0,0,0,0,0,0,0,1.995635195,0.602059991,3.694895657
